CAMPUS,CAMPNAME,CDALLS,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,REGION,REGNNAME
'117901104,PAUL BELTON EL,78,0,0,.,.,.,323,.,0,210,65,34,10.5,.,0,22,6.8,.,0,C,BORGER ISD,'117901,KG,EE,'EE - KG,E,'16,REGION 16: AMARILLO
'117901105,CROCKETT EL,78,344,100,41,11.5,357,344,.,0,204,59.3,47,13.7,.,0,55,16,.,0,C,BORGER ISD,'117901,4,3,'03 - 04,E,'16,REGION 16: AMARILLO
'117901106,GATEWAY EL,78,0,0,44,12.3,358,360,.,0,228,63.3,50,13.9,.,0,34,9.4,.,0,C,BORGER ISD,'117901,2,1,'01 - 02,E,'16,REGION 16: AMARILLO
'117901107,BORGER INT,80,336,100,45,12,375,336,.,0,193,57.4,45,13.4,.,0,59,17.6,0,0,B,BORGER ISD,'117901,6,5,'05 - 06,M,'16,REGION 16: AMARILLO
'117903001,SANFORD-FRITCH H S,81,213,100,35,15.7,223,213,0,0,75,35.2,0,0,0,0,28,13.1,0,0,B,SANFORD-FRITCH ISD,'117903,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'117903041,SANFORD-FRITCH J H,75,168,100,23,13.1,175,168,.,0,68,40.5,1,0.6,.,0,30,17.9,0,0,C,SANFORD-FRITCH ISD,'117903,8,6,'06 - 08,M,'16,REGION 16: AMARILLO
'117903101,SANFORD-FRITCH EL,81,137,44.1,38,14.8,257,311,.,0,137,44.1,3,1,.,0,45,14.5,.,0,B,SANFORD-FRITCH ISD,'117903,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'117904001,WEST TEXAS H S,86,178,100,26,12.4,209,178,0,0,78,43.8,3,1.7,0,0,29,16.3,0,0,B,PLEMONS-STINNETT-PHILLIPS CISD,'117904,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'117904041,WEST TEXAS MIDDLE,77,150,100,14,7.5,186,150,.,0,61,40.7,1,0.7,.,0,23,15.3,0,0,C,PLEMONS-STINNETT-PHILLIPS CISD,'117904,8,6,'06 - 08,M,'16,REGION 16: AMARILLO
'117904101,WEST TEXAS EL,88,134,45.7,19,8,238,293,.,0,143,48.8,4,1.4,.,0,54,18.4,.,0,B,PLEMONS-STINNETT-PHILLIPS CISD,'117904,5,PK,'PK - 05,E,'16,REGION 16: AMARILLO
'117907101,SPRING CREEK SCHOOL,87,67,69.8,15,15.3,98,96,0,0,42,43.8,6,6.3,0,0,13,13.5,0,0,B,SPRING CREEK ISD,'117907,12,KG,'KG - 12,B,'16,REGION 16: AMARILLO
'118902001,IRION H S,91,134,100,7,4.9,142,134,0,0,50,37.3,0,0,0,0,15,11.2,0,0,A,IRION COUNTY ISD,'118902,12,7,'07 - 12,S,'15,REGION 15: SAN ANGELO
'118902101,IRION EL,93,90,45,13,8.9,146,200,0,0,80,40,6,3,0,0,26,13,0,0,A,IRION COUNTY ISD,'118902,6,PK,'PK - 06,E,'15,REGION 15: SAN ANGELO
'119901001,BRYSON SCHOOL,91,183,72.6,34,14.1,241,252,0,0,148,58.7,8,3.2,0,0,25,9.9,0,0,A,BRYSON ISD,'119901,12,PK,'PK - 12,B,'09,REGION 09: WICHITA FALLS
'119902001,JACKSBORO H S,85,319,100,34,10.9,311,319,.,0,224,70.2,32,10,0,0,43,13.5,.,0,B,JACKSBORO ISD,'119902,12,9,'09 - 12,S,'09,REGION 09: WICHITA FALLS
'119902041,JACKSBORO MIDDLE,84,253,100,23,8.2,281,253,.,0,173,68.4,35,13.8,.,0,36,14.2,.,0,B,JACKSBORO ISD,'119902,8,6,'06 - 08,M,'09,REGION 09: WICHITA FALLS
'119902101,JACKSBORO EL,63,244,48.3,32,7.8,408,505,.,0,342,67.7,95,18.8,.,0,70,13.9,.,0,Not Rated: SB 1365,JACKSBORO ISD,'119902,5,EE,'EE - 05,E,'09,REGION 09: WICHITA FALLS
'119903001,PERRIN H S,87,158,100,22,13.3,166,158,0,0,71,44.9,3,1.9,0,0,15,9.5,0,0,B,PERRIN-WHITT CISD,'119903,12,7,'07 - 12,S,'09,REGION 09: WICHITA FALLS
'119903101,PERRIN EL,78,92,56.1,43,26.9,160,164,.,0,95,57.9,5,3,.,0,30,18.3,0,0,C,PERRIN-WHITT CISD,'119903,6,PK,'PK - 06,E,'09,REGION 09: WICHITA FALLS
'120901001,EDNA H S,89,408,100,75,17.2,437,408,.,0,242,59.3,35,8.6,.,0,40,9.8,.,0,B,EDNA ISD,'120901,12,9,'09 - 12,S,'03,REGION 03: VICTORIA
'120901004,EDNA ALTERNATIVE,86,44,100,52,81.3,64,44,.,0,29,65.9,2,4.5,.,0,9,20.5,.,0,B,EDNA ISD,'120901,12,9,'09 - 12,S,'03,REGION 03: VICTORIA
'120901042,EDNA J H,85,368,100,50,13.3,375,368,.,0,226,61.4,34,9.2,.,0,49,13.3,.,0,B,EDNA ISD,'120901,8,6,'06 - 08,M,'03,REGION 03: VICTORIA
'120901104,EDNA EL,92,300,41.2,112,18.8,597,729,.,0,451,61.9,83,11.4,.,0,89,12.2,.,0,A,EDNA ISD,'120901,5,EE,'EE - 05,E,'03,REGION 03: VICTORIA
'120902001,GANADO H S,85,213,100,21,9.7,217,213,0,0,98,46,11,5.2,0,0,13,6.1,0,0,B,GANADO ISD,'120902,12,9,'09 - 12,S,'03,REGION 03: VICTORIA
'120902041,GANADO JH,71,172,100,12,6.7,180,172,0,0,96,55.8,20,11.6,0,0,17,9.9,0,0,C,GANADO ISD,'120902,8,6,'06 - 08,M,'03,REGION 03: VICTORIA
'120902101,GANADO EL,94,160,45.6,20,7.3,273,351,0,0,220,62.7,48,13.7,0,0,28,8,0,0,A,GANADO ISD,'120902,5,EE,'EE - 05,E,'03,REGION 03: VICTORIA
'120905001,INDUSTRIAL H S,96,369,100,32,8.2,391,369,0,0,103,27.9,5,1.4,0,0,36,9.8,0,0,A,INDUSTRIAL ISD,'120905,12,9,'09 - 12,S,'03,REGION 03: VICTORIA
'120905041,INDUSTRIAL J H,94,276,100,35,11.4,308,276,0,0,92,33.3,2,0.7,0,0,26,9.4,0,0,A,INDUSTRIAL ISD,'120905,8,6,'06 - 08,M,'03,REGION 03: VICTORIA
'120905101,INDUSTRIAL EL WEST,96,118,46.8,7,3.4,206,252,0,0,59,23.4,2,0.8,0,0,12,4.8,0,0,A,INDUSTRIAL ISD,'120905,5,PK,'PK - 05,E,'03,REGION 03: VICTORIA
'120905102,INDUSTRIAL EL EAST,94,124,47.9,17,7.9,215,259,0,0,118,45.6,12,4.6,0,0,28,10.8,0,0,A,INDUSTRIAL ISD,'120905,5,PK,'PK - 05,E,'03,REGION 03: VICTORIA
'121902001,BROOKELAND H S,91,190,100,28,13.3,211,190,0,0,83,43.7,0,0,0,0,27,14.2,0,0,A,BROOKELAND ISD,'121902,12,6,'06 - 12,B,'05,REGION 05: BEAUMONT
'121902101,BROOKELAND EL,81,79,44.1,25,16.9,148,179,0,0,104,58.1,0,0,0,0,20,11.2,0,0,B,BROOKELAND ISD,'121902,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'121903001,BUNA H S,80,437,100,56,12.3,457,437,0,0,171,39.1,0,0,0,0,44,10.1,0,0,B,BUNA ISD,'121903,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'121903041,BUNA J H,74,351,100,59,15.2,388,351,.,0,167,47.6,3,0.9,.,0,53,15.1,0,0,C,BUNA ISD,'121903,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'121903101,BUNA EL,77,299,43,84,14.4,584,695,0,0,344,49.5,4,0.6,0,0,99,14.2,0,0,C,BUNA ISD,'121903,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'121904001,JASPER H S,67,701,100,80,10.5,765,701,.,0,500,71.3,62,8.8,0,0,90,12.8,.,0,Not Rated: SB 1365,JASPER ISD,'121904,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'121904043,JASPER J H,73,520,100,61,11,553,520,.,0,384,73.8,55,10.6,.,0,76,14.6,.,0,C,JASPER ISD,'121904,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'121904103,PARNELL EL,59,296,100,39,12,324,296,.,0,244,82.4,34,11.5,.,0,54,18.2,.,0,Not Rated: SB 1365,JASPER ISD,'121904,5,4,'04 - 05,E,'05,REGION 05: BEAUMONT
'121904105,JEAN C FEW PRI,52,141,21.7,73,14.9,490,649,.,0,606,93.4,54,8.3,.,0,73,11.2,.,0,Not Rated: SB 1365,JASPER ISD,'121904,3,EE,'EE - 03,E,'05,REGION 05: BEAUMONT
'121905001,KIRBYVILLE H S,82,381,100,64,15.3,417,381,.,0,241,63.3,2,0.5,0,0,31,8.1,.,0,B,KIRBYVILLE CISD,'121905,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'121905041,KIRBYVILLE J H,84,362,100,56,14.7,382,362,.,0,245,67.7,8,2.2,.,0,57,15.7,.,0,B,KIRBYVILLE CISD,'121905,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'121905103,KIRBYVILLE EL,72,334,47.2,68,11.7,583,707,.,0,517,73.1,19,2.7,.,0,125,17.7,.,0,C,KIRBYVILLE CISD,'121905,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'121906001,EVADALE H S,90,120,100,17,12,142,120,0,0,41,34.2,2,1.7,0,0,14,11.7,0,0,A,EVADALE ISD,'121906,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'121906041,EVADALE J H,90,89,100,12,14.1,85,89,.,0,45,50.6,2,2.2,.,0,11,12.4,0,0,A,EVADALE ISD,'121906,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'121906101,EVADALE EL,85,96,51.1,19,12,158,188,.,0,72,38.3,3,1.6,.,0,22,11.7,.,0,B,EVADALE ISD,'121906,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'122901001,FT DAVIS SCHOOL,80,140,79.5,24,12.7,189,176,0,0,91,51.7,19,10.8,0,0,23,13.1,0,0,B,FT DAVIS ISD,'122901,12,PK,'PK - 12,B,'18,REGION 18: MIDLAND
'122902001,VALENTINE SCHOOL,90,28,80,11,29.7,37,35,0,0,21,60,5,14.3,0,0,4,11.4,0,0,A,VALENTINE ISD,'122902,12,PK,'PK - 12,B,'18,REGION 18: MIDLAND
'123803001,TEKOA ACADEMY OF ACCELERATED STUDIES,82,71,100,13,12.5,104,71,0,0,71,100,0,0,0,0,1,1.4,50,70.4,B,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,'123803,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123803041,TEKOA ACADEMY OF ACCELERATED STUDIES,84,47,100,6,10.7,56,47,.,0,34,72.3,0,0,.,0,2,4.3,0,0,B,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,'123803,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123803101,TEKOA ACADEMY OF ACCELERATED STUDIES,59,49,27.4,20,19,105,179,.,0,164,91.6,0,0,.,0,3,1.7,.,0,Not Rated: SB 1365,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,'123803,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123803103,TEKOA ACADEMY OF ACCELERATED STUDIES - ORANGE,77,25,36.2,8,10.5,76,69,.,0,62,89.9,0,0,.,0,1,1.4,0,0,C,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,'123803,8,PK,'PK - 08,E,'05,REGION 05: BEAUMONT
'123805001,EHRHART SCHOOL,82,318,62.7,54,12.4,437,507,0,0,445,87.8,298,58.8,0,0,48,9.5,0,0,B,EHRHART SCHOOL,'123805,8,PK,'PK - 08,E,'05,REGION 05: BEAUMONT
'123807001,BOB HOPE SCHOOL,93,454,100,54,10.7,505,454,0,0,376,82.8,228,50.2,0,0,16,3.5,0,0,A,BOB HOPE SCHOOL,'123807,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123807002,BOB HOPE H S,91,485,100,25,5.3,476,485,0,0,454,93.6,149,30.7,0,0,30,6.2,0,0,A,BOB HOPE SCHOOL,'123807,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123807101,BOB HOPE SCHOOL - EL CAMPUS,96,249,34.2,96,18.8,510,728,0,0,679,93.3,556,76.4,0,0,27,3.7,0,0,A,BOB HOPE SCHOOL,'123807,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123807102,BOB HOPE SCHOOL BEAUMONT,72,222,31.9,75,21.1,355,695,0,0,561,80.7,135,19.4,0,0,16,2.3,0,0,C,BOB HOPE SCHOOL,'123807,7,PK,'PK - 07,E,'05,REGION 05: BEAUMONT
'123905001,NEDERLAND H S,86,1448,100,136,9,1519,1448,0,0,601,41.5,95,6.6,0,0,173,11.9,0,0,B,NEDERLAND ISD,'123905,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123905041,CENTRAL MIDDLE,83,741,100,73,9.1,801,741,0,0,371,50.1,115,15.5,0,0,91,12.3,0,0,B,NEDERLAND ISD,'123905,8,5,'05 - 08,M,'05,REGION 05: BEAUMONT
'123905042,WILSON MIDDLE,86,806,100,80,9.5,841,806,0,0,318,39.5,58,7.2,0,0,101,12.5,0,0,B,NEDERLAND ISD,'123905,8,5,'05 - 08,M,'05,REGION 05: BEAUMONT
'123905101,HELENA PARK EL,89,238,40.2,42,8.8,476,592,0,0,207,35,60,10.1,.,0,88,14.9,0,0,B,NEDERLAND ISD,'123905,4,EE,'EE - 04,E,'05,REGION 05: BEAUMONT
'123905102,HIGHLAND PARK EL,95,149,36.3,41,11.2,367,410,0,0,198,48.3,38,9.3,.,0,56,13.7,0,0,A,NEDERLAND ISD,'123905,4,EE,'EE - 04,E,'05,REGION 05: BEAUMONT
'123905103,HILLCREST EL,93,209,36.2,53,12,441,578,0,0,365,63.1,173,29.9,.,0,56,9.7,0,0,A,NEDERLAND ISD,'123905,4,EE,'EE - 04,E,'05,REGION 05: BEAUMONT
'123905104,LANGHAM EL,97,158,38.7,34,10.1,338,408,0,0,221,54.2,21,5.1,.,0,49,12,0,0,A,NEDERLAND ISD,'123905,4,EE,'EE - 04,E,'05,REGION 05: BEAUMONT
'123907009,MEMORIAL H S,66,1987,100,613,29.2,2102,1987,354,17.8,1493,75.1,376,18.9,0,0,153,7.7,0,0,Not Rated: SB 1365,PORT ARTHUR ISD,'123907,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123907041,JEFFERSON MIDDLE,80,879,100,161,15.9,1015,879,0,0,815,92.7,282,32.1,0,0,95,10.8,0,0,B,PORT ARTHUR ISD,'123907,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123907043,LINCOLN MIDDLE,59,722,100,134,16.5,813,722,0,0,571,79.1,112,15.5,0,0,94,13,0,0,Not Rated: SB 1365,PORT ARTHUR ISD,'123907,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123907102,DEQUEEN EL,80,191,100,55,21.1,261,191,0,0,183,95.8,37,19.4,.,0,26,13.6,0,0,B,PORT ARTHUR ISD,'123907,5,3,'03 - 05,E,'05,REGION 05: BEAUMONT
'123907103,HOUSTON EL,90,323,45,101,17,595,718,0,0,660,91.9,356,49.6,.,0,83,11.6,0,0,A,PORT ARTHUR ISD,'123907,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123907105,LAKEVIEW EL,85,276,47.4,60,10.6,567,582,0,0,502,86.3,375,64.4,.,0,33,5.7,0,0,B,PORT ARTHUR ISD,'123907,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123907108,TRAVIS EL,84,233,42.6,88,18.2,483,547,0,0,478,87.4,129,23.6,.,0,60,11,0,0,B,PORT ARTHUR ISD,'123907,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123907109,TYRRELL EL,81,377,50.5,81,12.3,656,747,0,0,642,85.9,295,39.5,.,0,76,10.2,0,0,B,PORT ARTHUR ISD,'123907,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123907111,WHEATLEY SCHOOL OF EARLY CHILDHOOD PROGRAMS,84,0,0,.,.,.,203,0,0,195,96.1,47,23.2,.,0,42,20.7,0,0,B,PORT ARTHUR ISD,'123907,PK,EE,'EE - PK,E,'05,REGION 05: BEAUMONT
'123907113,PORT ACRES EL,88,190,41.5,67,18.2,368,458,0,0,390,85.2,71,15.5,.,0,58,12.7,0,0,B,PORT ARTHUR ISD,'123907,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123907116,STAFF SERGEANT LUCIAN ADAMS EL,86,256,44.9,110,22.6,487,570,0,0,480,84.2,87,15.3,.,0,62,10.9,0,0,B,PORT ARTHUR ISD,'123907,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123907117,WASHINGTON EL,80,0,0,43,25,172,236,0,0,224,94.9,47,19.9,.,0,25,10.6,0,0,B,PORT ARTHUR ISD,'123907,2,PK,'PK - 02,E,'05,REGION 05: BEAUMONT
'123908001,PORT NECHES-GROVES H S,80,1588,100,136,8.8,1544,1588,.,0,560,35.3,67,4.2,0,0,140,8.8,.,0,B,PORT NECHES-GROVES ISD,'123908,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123908002,ALTER SCH,.,5,100,51,100,51,5,.,0,4,80,0,0,0,0,1,20,.,0,Not Rated,PORT NECHES-GROVES ISD,'123908,10,9,'09 - 10,S,'05,REGION 05: BEAUMONT
'123908003,JEFFERSON CO J J A E P,.,1,100,4,100,4,1,.,0,0,0,0,0,0,0,0,0,.,0,Not Rated,PORT NECHES-GROVES ISD,'123908,10,10,'10 - 10,S,'05,REGION 05: BEAUMONT
'123908041,GROVES MIDDLE,71,625,100,59,8.9,660,625,.,0,280,44.8,46,7.4,.,0,80,12.8,.,0,C,PORT NECHES-GROVES ISD,'123908,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123908042,PORT NECHES MIDDLE,76,635,100,65,9.7,671,635,.,0,203,32,35,5.5,.,0,46,7.2,.,0,C,PORT NECHES-GROVES ISD,'123908,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123908101,GROVES EL,93,379,100,46,11.1,413,379,.,0,176,46.4,41,10.8,.,0,63,16.6,.,0,A,PORT NECHES-GROVES ISD,'123908,5,4,'04 - 05,E,'05,REGION 05: BEAUMONT
'123908102,PORT NECHES EL,81,359,100,36,9.1,394,359,.,0,124,34.5,24,6.7,.,0,29,8.1,.,0,B,PORT NECHES-GROVES ISD,'123908,5,4,'04 - 05,E,'05,REGION 05: BEAUMONT
'123908103,RIDGEWOOD EL,80,111,25.5,35,10.1,345,436,.,0,144,33,45,10.3,.,0,41,9.4,.,0,B,PORT NECHES-GROVES ISD,'123908,3,KG,'KG - 03,E,'05,REGION 05: BEAUMONT
'123908104,TAFT EL,71,106,27.2,27,8.6,315,390,.,0,187,47.9,36,9.2,.,0,56,14.4,.,0,C,PORT NECHES-GROVES ISD,'123908,3,KG,'KG - 03,E,'05,REGION 05: BEAUMONT
'123908105,VAN BUREN EL,87,84,22.8,35,13.5,259,368,.,0,169,45.9,46,12.5,.,0,48,13,.,0,B,PORT NECHES-GROVES ISD,'123908,3,KG,'KG - 03,E,'05,REGION 05: BEAUMONT
'123908107,WOODCREST EL,74,78,25.7,25,10.7,233,303,.,0,125,41.3,16,5.3,.,0,23,7.6,.,0,C,PORT NECHES-GROVES ISD,'123908,3,KG,'KG - 03,E,'05,REGION 05: BEAUMONT
'123908111,WEST GROVES EARLY LEARNING CENTER,81,0,0,.,.,.,97,.,0,71,73.2,35,36.1,.,0,26,26.8,.,0,B,PORT NECHES-GROVES ISD,'123908,PK,EE,'EE - PK,E,'05,REGION 05: BEAUMONT
'123910006,PATHWAYS LEARNING CTR,.,88,100,92,98.9,93,88,0,0,81,92,2,2.3,0,0,8,9.1,0,0,Not Rated,BEAUMONT ISD,'123910,12,6,'06 - 12,B,'05,REGION 05: BEAUMONT
'123910008,WEST BROOK SR H S,69,2256,100,296,11.9,2489,2256,0,0,1253,55.5,152,6.7,0,0,211,9.4,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123910011,JEFFERSON CO YOUTH ACAD,.,4,100,4,100,4,4,0,0,4,100,0,0,0,0,1,25,0,0,Not Rated,BEAUMONT ISD,'123910,11,7,'07 - 11,S,'05,REGION 05: BEAUMONT
'123910012,PAUL A BROWN ALTERNATIVE CENTER,54,98,100,117,69.2,169,98,0,0,90,91.8,12,12.2,0,0,2,2,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123910013,BEAUMONT ISD EARLY COLLEGE H S,91,293,100,33,9.4,350,293,0,0,219,74.7,43,14.7,285,97.3,9,3.1,0,0,A,BEAUMONT ISD,'123910,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123910014,BEAUMONT UNITED H S,56,2117,100,437,17.6,2478,2117,0,0,1923,90.8,269,12.7,0,0,215,10.2,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123910042,SMITH MIDDLE,59,538,100,106,16.2,656,538,0,0,495,92,93,17.3,0,0,59,11,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123910043,M L KING MIDDLE,59,566,100,156,20.7,753,566,0,0,518,91.5,104,18.4,0,0,65,11.5,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123910046,MARSHALL MIDDLE,67,757,100,121,13.4,903,757,0,0,474,62.6,59,7.8,0,0,88,11.6,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123910047,ODOM MIDDLE,89,724,100,87,9.8,886,724,0,0,563,77.8,98,13.5,0,0,33,4.6,0,0,B,BEAUMONT ISD,'123910,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123910048,VINCENT MIDDLE,59,789,100,175,18.7,938,789,0,0,641,81.2,72,9.1,0,0,63,8,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123910101,AMELIA EL,84,225,42.5,102,21.3,480,530,0,0,441,83.2,40,7.5,0,0,43,8.1,0,0,B,BEAUMONT ISD,'123910,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'123910104,CALDWOOD EL,79,255,49.4,128,24.5,522,516,0,0,452,87.6,205,39.7,0,0,54,10.5,0,0,C,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910105,CURTIS EL,90,255,48.9,71,14.5,490,521,0,0,285,54.7,26,5,0,0,58,11.1,0,0,A,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910110,FLETCHER EL,86,173,37.9,67,18.5,363,457,0,0,440,96.3,265,58,0,0,49,10.7,0,0,B,BEAUMONT ISD,'123910,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'123910112,GUESS EL,85,287,50.7,113,21.9,517,566,0,0,431,76.1,46,8.1,0,0,58,10.2,0,0,B,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910118,REGINA HOWELL EL,89,309,45.6,98,16.1,609,678,0,0,376,55.5,70,10.3,0,0,69,10.2,0,0,B,BEAUMONT ISD,'123910,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'123910123,HOMER DR EL,75,260,44.5,120,24.1,497,584,0,0,560,95.9,14,2.4,0,0,50,8.6,0,0,C,BEAUMONT ISD,'123910,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'123910125,PIETZSCH/MAC ARTHUR EL,57,593,60.4,147,17.8,827,982,0,0,943,96,264,26.9,0,0,125,12.7,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,7,EE,'EE - 07,E,'05,REGION 05: BEAUMONT
'123910126,DISHMAN EL,79,218,42.4,85,18.8,451,514,0,0,424,82.5,63,12.3,0,0,67,13,0,0,C,BEAUMONT ISD,'123910,5,EE,'EE - 05,E,'05,REGION 05: BEAUMONT
'123910127,BLANCHETTE EL,82,253,48.4,134,23.9,561,523,0,0,498,95.2,57,10.9,0,0,50,9.6,0,0,B,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910128,MARTIN EL,84,275,53.8,112,20.7,541,511,0,0,500,97.8,41,8,0,0,33,6.5,0,0,B,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910129,DR MAE E JONES-CLARK EL,65,218,44.5,101,20.6,491,490,0,0,461,94.1,111,22.7,0,0,43,8.8,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910130,CHARLTON-POLLARD EL,84,225,44.9,81,20,405,501,0,0,487,97.2,115,23,0,0,37,7.4,0,0,B,BEAUMONT ISD,'123910,5,PK,'PK - 05,E,'05,REGION 05: BEAUMONT
'123910131,FEHL-PRICE EL,65,191,42.3,131,33.1,396,452,0,0,426,94.2,57,12.6,0,0,16,3.5,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,5,KG,'KG - 05,E,'05,REGION 05: BEAUMONT
'123910132,BINGMAN PK,67,0,0,.,.,.,452,0,0,452,100,25,5.5,0,0,19,4.2,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,PK,EE,'EE - PK,E,'05,REGION 05: BEAUMONT
'123910133,LUCAS PK,67,0,0,.,.,.,215,0,0,215,100,46,21.4,0,0,8,3.7,0,0,Not Rated: SB 1365,BEAUMONT ISD,'123910,PK,EE,'EE - PK,E,'05,REGION 05: BEAUMONT
'123910134,BEAUMONT NEW EL DAEP,.,7,100,7,100,7,7,0,0,6,85.7,0,0,0,0,0,0,0,0,Not Rated,BEAUMONT ISD,'123910,5,3,'03 - 05,E,'05,REGION 05: BEAUMONT
'123913001,SABINE PASS SCHOOL,89,286,78.4,23,6.5,356,365,0,0,188,51.5,7,1.9,0,0,11,3,0,0,B,SABINE PASS ISD,'123913,12,EE,'EE - 12,B,'05,REGION 05: BEAUMONT
'123914001,HAMSHIRE-FANNETT H S,77,604,100,51,8.3,611,604,.,0,195,32.3,10,1.7,0,0,41,6.8,.,0,C,HAMSHIRE-FANNETT ISD,'123914,12,9,'09 - 12,S,'05,REGION 05: BEAUMONT
'123914041,HAMSHIRE-FANNETT MIDDLE,73,464,100,47,9.5,493,464,.,0,166,35.8,32,6.9,.,0,41,8.8,.,0,C,HAMSHIRE-FANNETT ISD,'123914,8,6,'06 - 08,M,'05,REGION 05: BEAUMONT
'123914101,HAMSHIRE-FANNETT EL,92,126,21.5,35,8,435,585,.,0,252,43.1,54,9.2,.,0,91,15.6,.,0,A,HAMSHIRE-FANNETT ISD,'123914,3,EE,'EE - 03,E,'05,REGION 05: BEAUMONT
'123914102,HAMSHIRE-FANNETT INT,77,300,100,32,10.4,309,300,.,0,134,44.7,17,5.7,.,0,46,15.3,.,0,C,HAMSHIRE-FANNETT ISD,'123914,5,4,'04 - 05,E,'05,REGION 05: BEAUMONT
